ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ร้านก๋วยเตี๋ยวเรือแม่คำหยาด,102051.0,1.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0,0,G-ค้างจ่าย,0,,อาคม,2025-09-02-111-11-11-45-36,2025-09-02,11:45:37,02/09/2025 11:45:37,111.0,,11.0,1.0,,,,,16.552835,102.103365,ID-111,0.0,,,0.0
ครัวยายอุ่น,100320.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-11-58-42,2025-09-02,11:58:42,02/09/2025 11:58:42,111.0,,11.0,1.0,,,,,16.54987667,102.091925,ID-111,-4.0,,,-4.0
ร้านของชำแม่สุภี,100321.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-12-00-56,2025-09-02,12:00:57,02/09/2025 12:00:57,111.0,,11.0,1.0,,,,,16.550335,102.091635,ID-111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-12-05-11,2025-09-02,12:05:11,02/09/2025 12:05:11,111.0,,11.0,,,,,,16.550845,102.09094667,ID-111,2.0,,,2.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,น้ำแข็งเหลือ,,อาคม,2025-09-02-111-11-12-07-32,2025-09-02,12:07:32,02/09/2025 12:07:32,111.0,,11.0,,,,,,16.55404,102.092165,ID-111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,6.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0,G-ค้างจ่าย,0,,อาคม,2025-09-02-111-11-12-41-18,2025-09-02,12:41:19,02/09/2025 12:41:19,111.0,,11.0,5.0,,,1.0,,16.57833833,102.10978333,ID-111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,น้ำแข็งเหลือ,,อาคม,2025-09-02-111-11-12-41-47,2025-09-02,12:41:46,02/09/2025 12:41:46,111.0,,11.0,,,,,,16.57833833,102.10984333,ID-111,0.0,,,0.0
อู่ญาเซอร์วิส,100316.0,1.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,0,L-ค้างจ่าย,0,,อาคม,2025-09-02-111-11-12-42-41,2025-09-02,12:42:41,02/09/2025 12:42:41,111.0,,11.0,1.0,,,,,16.57834167,102.10976,ID-111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,12.0,350.0,0.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-12-58-56,2025-09-02,12:58:56,02/09/2025 12:58:56,111.0,,11.0,11.0,,,1.0,,16.55995,102.10397,ID-111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-13-02-12,2025-09-02,13:02:12,02/09/2025 13:02:12,111.0,,11.0,,,,,,16.55165333,102.10575,ID-111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ร้านปิด,,อาคม,2025-09-02-111-11-13-02-26,2025-09-02,13:02:26,02/09/2025 13:02:26,111.0,,11.0,,,,,,16.55156,102.10630667,ID-111,0.0,,,0.0
ร้านกาแฟ Mind Tea,100304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-13-04-18,2025-09-02,13:04:18,02/09/2025 13:04:18,111.0,,11.0,,,,,,16.548235,102.10896167,ID-111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-13-09-58,2025-09-02,13:09:57,02/09/2025 13:09:57,111.0,,11.0,1.0,,2.0,,,16.54336833,102.10960833,ID-111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-13-23-10,2025-09-02,13:23:10,02/09/2025 13:23:10,111.0,,11.0,,,,2.0,,16.54284667,102.109365,ID-111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-13-23-45,2025-09-02,13:23:45,02/09/2025 13:23:45,111.0,,11.0,1.0,,2.0,,,16.54286333,102.10937667,ID-111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-02-111-11-13-27-05,2025-09-02,13:27:06,02/09/2025 13:27:06,111.0,,11.0,,,,,,16.54287833,102.10936,ID-111,0.0,,,0.0
ร้านโปรด,100323.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-02-111-11-13-39-08,2025-09-02,13:39:08,02/09/2025 13:39:08,111.0,,11.0,1.0,,,,,16.550765,102.10092333,ID-111,0.0,,,0.0
ขาจรน้ำแข็ง 40 บาท,910040.0,1.0,40.0,0.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,โอนจ่ายต่อหน้า,ลูกค้าขาจร-0,0,,อาคม,2025-09-02-111-11-16-37-46,2025-09-02,16:37:46,02/09/2025 16:37:46,111.0,,11.0,1.0,,,,,16.52539,102.06771,ID-111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-02-111-11-17-12-17,2025-09-02,17:12:16,02/09/2025 17:12:16,111.0,,11.0,,,,,,,,ID-111,0.0,,,0.0
ร้านพรนี,100379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-05-29-15,2025-09-03,05:29:15,03/09/2025 05:29:15,111.0,,11.0,,,,,,16.54874667,102.102105,ID-111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ร้านปิด,,อาคม,2025-09-03-111-11-05-34-25,2025-09-03,05:34:26,03/09/2025 05:34:26,111.0,,11.0,,,,,,16.550655,102.10520833,ID-111,0.0,,,0.0
ร้านลาบป.7,100257.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-05-44-20,2025-09-03,05:44:19,03/09/2025 05:44:19,111.0,,11.0,,1.0,,2.0,,16.57580167,102.10849667,ID-111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-05-52-38,2025-09-03,05:52:38,03/09/2025 05:52:38,111.0,,11.0,,,,3.0,,16.57715167,102.08929667,ID-111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-05-59-07,2025-09-03,05:59:06,03/09/2025 05:59:06,111.0,,11.0,,,,1.0,,16.57836833,102.088965,ID-111,0.0,,,0.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-05-59-17,2025-09-03,05:59:17,03/09/2025 05:59:17,111.0,,11.0,,,,,,16.57831667,102.08901667,ID-111,-2.0,,,-2.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-05-59-31,2025-09-03,05:59:31,03/09/2025 05:59:31,111.0,,11.0,,,,3.0,,16.57834167,102.08898833,ID-111,-1.0,,,-1.0
ร้านผลไม้พี่น้ำ,100265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-06-19-29,2025-09-03,06:19:29,03/09/2025 06:19:29,111.0,,11.0,,,,,,16.575115,102.11011,ID-111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-06-20-28,2025-09-03,06:20:28,03/09/2025 06:20:28,111.0,,11.0,,,,,,16.57460667,102.10989,ID-111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-06-29-24,2025-09-03,06:29:24,03/09/2025 06:29:24,111.0,,11.0,1.0,,,1.0,,16.57561833,102.11147667,ID-111,2.0,,,2.0
ร้านแม่ติ๋มลาบเป็ด,100262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-06-29-35,2025-09-03,06:29:35,03/09/2025 06:29:35,111.0,,11.0,,,,,,16.57561833,102.11147667,ID-111,0.0,,,0.0
ชุมแพสนุกเกอร์ 2,101871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-06-29-46,2025-09-03,06:29:46,03/09/2025 06:29:46,111.0,,11.0,,,,,,16.57561833,102.11147667,ID-111,0.0,,,0.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-06-42-14,2025-09-03,06:42:13,03/09/2025 06:42:13,111.0,,11.0,,,,1.0,,16.57028667,102.11194,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-06-42-23,2025-09-03,06:42:23,03/09/2025 06:42:23,111.0,,11.0,,1.0,,,,16.57028333,102.111965,ID-111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-06-55-01,2025-09-03,06:55:01,03/09/2025 06:55:01,111.0,,11.0,5.0,,,1.0,,16.57227167,102.11858,ID-111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-07-09-34,2025-09-03,07:09:34,03/09/2025 07:09:34,111.0,,11.0,,,,,,16.56562167,102.11007167,ID-111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-07-15-17,2025-09-03,07:15:17,03/09/2025 07:15:17,111.0,,11.0,,,,1.0,,16.56028,102.11185,ID-111,0.0,,,0.0
ร้านดอกไม้พี่ดาว,101534.0,2.0,80.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-07-52-45,2025-09-03,07:52:45,03/09/2025 07:52:45,111.0,,11.0,,,,2.0,,16.57155333,102.10882167,ID-111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-02-19,2025-09-03,08:02:19,03/09/2025 08:02:19,111.0,,11.0,2.0,,,,,16.55471667,102.10640333,ID-111,0.0,,,0.0
พี่อ่อมขายยาคูล,102198.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-02-28,2025-09-03,08:02:28,03/09/2025 08:02:28,111.0,,11.0,,,,1.0,,16.55471667,102.10640333,ID-111,0.0,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-07-51,2025-09-03,08:07:52,03/09/2025 08:07:52,111.0,,11.0,,,1.0,,,16.55205667,102.10828333,ID-111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-08-21-45,2025-09-03,08:21:45,03/09/2025 08:21:45,111.0,,11.0,,,,,,16.549845,102.11188833,ID-111,0.0,,,0.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-27-05,2025-09-03,08:27:04,03/09/2025 08:27:04,111.0,,11.0,1.0,,,1.0,,16.54955,102.11188,ID-111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-27-11,2025-09-03,08:27:11,03/09/2025 08:27:11,111.0,,11.0,2.0,,,,,16.54955,102.11188,ID-111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-08-27-33,2025-09-03,08:27:33,03/09/2025 08:27:33,111.0,,11.0,,,,,,16.54955,102.11188,ID-111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,3.0,105.0,0.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-49-00,2025-09-03,08:49:00,03/09/2025 08:49:00,111.0,,11.0,,,,,3.0,16.54609833,102.11096167,ID-111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-08-50-43,2025-09-03,08:50:43,03/09/2025 08:50:43,111.0,,11.0,,,1.0,,,16.54599333,102.110945,ID-111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-02-11,2025-09-03,09:02:11,03/09/2025 09:02:11,111.0,,11.0,,,1.0,,,16.545055,102.110415,ID-111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-17-59,2025-09-03,09:17:59,03/09/2025 09:17:59,111.0,,11.0,,,,3.0,,16.542985,102.10944833,ID-111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-09-22-58,2025-09-03,09:22:59,03/09/2025 09:22:59,111.0,,11.0,,,,,,16.535365,102.111585,ID-111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-09-23-07,2025-09-03,09:23:07,03/09/2025 09:23:07,111.0,,11.0,,,,,,16.53532833,102.111945,ID-111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,L-0,0,,อาคม,2025-09-03-111-11-09-28-29,2025-09-03,09:28:29,03/09/2025 09:28:29,111.0,,11.0,,,,1.0,,16.53276333,102.114395,ID-111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-34-25,2025-09-03,09:34:25,03/09/2025 09:34:25,111.0,,11.0,6.0,,,,,16.53280167,102.11444167,ID-111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-39-13,2025-09-03,09:39:13,03/09/2025 09:39:13,111.0,,11.0,,,,1.0,,16.53644833,102.11291833,ID-111,0.0,,,0.0
ร้านJJของชำ,100296.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-42-24,2025-09-03,09:42:24,03/09/2025 09:42:24,111.0,,11.0,3.0,,,,,16.53663833,102.11292667,ID-111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,3.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,0,G-ค้างจ่าย,0,,อาคม,2025-09-03-111-11-09-45-59,2025-09-03,09:45:59,03/09/2025 09:45:59,111.0,,11.0,1.0,,2.0,,,16.53783,102.11308333,ID-111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-50-03,2025-09-03,09:50:03,03/09/2025 09:50:03,111.0,,11.0,,,,1.0,,16.53789667,102.11272333,ID-111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-09-50-20,2025-09-03,09:50:20,03/09/2025 09:50:20,111.0,,11.0,,1.0,,,,16.53789667,102.11272333,ID-111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-10-20-38,2025-09-03,10:20:37,03/09/2025 10:20:37,111.0,,11.0,,,,1.0,,16.54033833,102.11389167,ID-111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-10-28-07,2025-09-03,10:28:07,03/09/2025 10:28:07,111.0,,11.0,2.0,,,,,16.54326167,102.11523833,ID-111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-10-49-27,2025-09-03,10:49:27,03/09/2025 10:49:27,111.0,,11.0,1.0,,,,,16.54538167,102.10913333,ID-111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-10-49-37,2025-09-03,10:49:37,03/09/2025 10:49:37,111.0,,11.0,,,,1.0,,16.54541167,102.10912667,ID-111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,L-,ร้านปิด,,อาคม,2025-09-03-111-11-10-50-20,2025-09-03,10:50:20,03/09/2025 10:50:20,111.0,,11.0,,,,,,16.54541167,102.10912667,ID-111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-10-55-36,2025-09-03,10:55:36,03/09/2025 10:55:36,111.0,,11.0,,,,1.0,,16.54740833,102.10875833,ID-111,0.0,,,0.0
ร้านข้าวกล่องเจ๊นุช,100306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-11-02-33,2025-09-03,11:02:32,03/09/2025 11:02:32,111.0,,11.0,,,,,,16.54899,102.10876167,ID-111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-02-42,2025-09-03,11:02:42,03/09/2025 11:02:42,111.0,,11.0,1.0,,,,,16.548925,102.10882167,ID-111,0.0,,,0.0
ร้านไก่สดแม่พร,100307.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-03-21,2025-09-03,11:03:21,03/09/2025 11:03:21,111.0,,11.0,,,,1.0,,16.54904,102.10878833,ID-111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,L-0,0,,อาคม,2025-09-03-111-11-11-12-41,2025-09-03,11:12:41,03/09/2025 11:12:41,111.0,,11.0,,,,1.0,,16.55133,102.10823833,ID-111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-16-58,2025-09-03,11:16:58,03/09/2025 11:16:58,111.0,,11.0,,,1.0,2.0,,16.55130833,102.108275,ID-111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-11-24-24,2025-09-03,11:24:24,03/09/2025 11:24:24,111.0,,11.0,,,,,,16.54871333,102.10689833,ID-111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-28-41,2025-09-03,11:28:41,03/09/2025 11:28:41,111.0,,11.0,,,,1.0,,16.54782833,102.10502,ID-111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,12.0,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-38-11,2025-09-03,11:38:11,03/09/2025 11:38:11,111.0,,11.0,12.0,,,,,16.54758833,102.10674,ID-111,0.0,,,0.0
ร้านถุงเงิน,100312.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,G-0,0,,อาคม,2025-09-03-111-11-11-39-53,2025-09-03,11:39:52,03/09/2025 11:39:52,111.0,,11.0,1.0,,,,,16.54749833,102.10705,ID-111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ไม่ซื้อ,,อาคม,2025-09-03-111-11-11-40-46,2025-09-03,11:40:46,03/09/2025 11:40:46,111.0,,11.0,,,,,,16.54758333,102.10736833,ID-111,0.0,,,0.0
ร้านต้นขนุน,101947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,G-,ร้านปิด,,อาคม,2025-09-03-111-11-11-58-07,2025-09-03,11:58:07,03/09/2025 11:58:07,111.0,,11.0,,,,,,16.54870667,102.10217333,ID-111,0.0,,,0.0
